"1","2","4","8","16","32","64","128","256","512","1024","2048","4096","8192","16384","32768","65536","131072","262144"
"0","1","4","10","27","66","145","355","774","1726","3925","8255","17710","39381","84016","179755","385979","811895","1720175"
